date,is_promo_period,day_of_week,new_enterpriser_count,new_bee_count,transaction_volume_online,transaction_volume_offline,sales_ep_thousand_idr,top_product_id,new_bee_count_outlier,lag_1,lag_2,lag_3,lag_7,lag_14,lag_21,lag_28,rolling_mean_7,rolling_std_7,rolling_mean_14,rolling_std_14,rolling_mean_30,rolling_std_30,rolling_mean_90,rolling_std_90,day_of_week_num,day_of_month,month,week_of_year,is_weekend,quarter,promo_lag1,promo_next1,days_since_start
2023-03-29,1,Wednesday,305,866,5832,2201,1679879,Skincare B,0,274.0,212.0,269.0,227.0,153.0,141.0,115.0,276.2857142857143,58.26295073690927,229.71428571428572,66.29355296584433,188.46666666666667,63.025300520879135,184.93333333333334,65.31906134721228,2,29,3,13,0,1,1.0,1.0,452
2023-03-30,1,Thursday,247,701,6725,2354,1944964,Supplement A,0,305.0,274.0,212.0,217.0,158.0,120.0,165.0,280.57142857142856,54.13211352132675,236.07142857142858,63.076832618536415,192.4,62.86800622651042,185.4,65.61340641304625,3,30,3,13,0,1,1.0,1.0,453
2023-03-31,1,Friday,266,753,7528,2090,1869984,Detox I,0,247.0,305.0,274.0,272.0,168.0,173.0,174.0,279.7142857142857,54.33756921846541,243.07142857142858,60.31897811534253,197.43333333333334,62.50113562186681,185.98888888888888,66.09994041107034,4,31,3,13,0,1,1.0,0.0,454
2023-04-01,0,Saturday,213,603,3987,2251,1245917,Herbal D,0,266.0,247.0,305.0,385.0,172.0,206.0,182.0,255.14285714285714,33.80053535783497,246.0,57.53393647364916,199.03333333333333,62.25613573601889,186.56666666666666,66.10632395932868,5,1,4,13,1,2,1.0,0.0,455
2023-04-02,0,Sunday,152,432,3776,2147,1165575,Supplement A,0,213.0,266.0,247.0,269.0,142.0,194.0,160.0,238.42857142857142,50.57290823770263,246.71428571428572,56.189827400489094,198.3,62.6892445265561,186.88888888888889,65.86322983042483,6,2,4,13,1,2,0.0,0.0,456
2023-04-03,0,Monday,121,342,2836,1398,869881,Herbal D,0,152.0,213.0,266.0,212.0,190.0,99.0,131.0,225.42857142857142,67.396481468143,241.78571428571428,64.02665138762245,196.26666666666668,64.20706445895796,186.2888888888889,66.21776204303116,0,3,4,14,0,2,0.0,0.0,457
2023-04-04,0,Tuesday,165,469,3288,1767,1001666,Skincare B,0,121.0,152.0,213.0,274.0,225.0,161.0,135.0,209.85714285714286,66.89401710025743,237.5,67.16770057103373,196.43333333333334,64.11610338006886,186.54444444444445,66.08917385906156,1,4,4,14,0,2,0.0,0.0,458
2023-04-05,0,Wednesday,152,432,3646,1811,1076525,Vitamin C,0,165.0,121.0,152.0,305.0,227.0,153.0,141.0,188.0,54.46711546122715,232.14285714285714,70.95378468016771,197.13333333333333,63.48865406828451,186.3,66.17672118627723,2,5,4,14,0,2,0.0,0.0,459
2023-04-06,0,Thursday,149,423,3071,1743,993884,Collagen F,0,152.0,165.0,121.0,247.0,217.0,158.0,120.0,174.0,49.105328970828616,227.28571428571428,74.3178501918812,197.6,63.06624869244984,186.13333333333333,66.25236056850245,3,6,4,14,0,2,0.0,0.0,460
2023-04-07,0,Friday,130,369,4125,1787,1164806,Vitamin C,0,149.0,152.0,165.0,266.0,272.0,168.0,173.0,154.57142857142858,29.71451465113177,217.14285714285714,77.37307934025529,197.23333333333332,63.43755187982704,185.32222222222222,66.48998028389158,4,7,4,14,0,2,0.0,0.0,461
2023-04-08,0,Saturday,210,596,4509,2159,1391755,Skincare B,0,130.0,149.0,152.0,213.0,385.0,172.0,206.0,154.14285714285714,28.736901778192212,204.64285714285714,60.45545994666373,200.23333333333332,61.76523033358589,185.38888888888889,66.51192246666922,5,8,4,14,1,2,0.0,0.0,462
2023-04-09,0,Sunday,192,545,3975,2047,1129422,Collagen F,0,210.0,130.0,149.0,152.0,269.0,142.0,194.0,159.85714285714286,32.02826132979237,199.14285714285714,57.58452936317222,200.86666666666667,61.573467938901956,186.2888888888889,66.04037655730163,6,9,4,14,1,2,0.0,0.0,463
2023-04-10,0,Monday,125,355,2646,1444,762085,Detox I,0,192.0,210.0,130.0,121.0,212.0,190.0,99.0,160.42857142857142,31.24557111473024,192.92857142857142,60.70035392839967,198.16666666666666,63.0976710501586,185.8,66.33202151790391,0,10,4,15,0,2,0.0,0.0,464
2023-04-11,0,Tuesday,152,430,3234,1793,1075634,Vitamin C,0,125.0,192.0,210.0,165.0,274.0,225.0,161.0,158.57142857142858,31.314837499482508,184.21428571428572,56.798129128761666,196.76666666666668,63.65677542470451,185.67777777777778,66.38461778267833,1,11,4,15,0,2,0.0,0.0,465
2023-04-12,0,Wednesday,117,333,3094,1673,956088,Herbal D,0,152.0,125.0,192.0,152.0,305.0,227.0,153.0,153.57142857142858,35.10392733421229,170.78571428571428,47.50899278667565,197.36666666666667,62.782318691092364,185.32222222222222,66.66836046537409,2,12,4,15,0,2,0.0,0.0,466
2023-04-13,0,Thursday,146,416,3282,1614,1019201,Herbal D,0,117.0,152.0,125.0,149.0,247.0,217.0,158.0,153.14285714285714,35.1872541858952,163.57142857142858,42.44401613295452,196.86666666666667,63.14063849760357,185.34444444444443,66.6547639187077,3,13,4,15,0,2,0.0,0.0,467
2023-04-14,0,Friday,154,437,3437,1545,937295,Vitamin C,0,146.0,117.0,152.0,130.0,266.0,272.0,168.0,156.57142857142858,33.69400116171513,155.57142857142858,30.538032493456782,196.9,63.11694127460605,185.14444444444445,66.72222497689692,4,14,4,15,0,2,0.0,0.0,468
2023-04-15,0,Saturday,213,605,3781,2419,1173351,Skincare B,0,154.0,146.0,117.0,210.0,213.0,385.0,172.0,157.0,34.496376621319904,155.57142857142858,30.538032493456782,198.73333333333332,62.745755912710706,185.44444444444446,66.78678317594915,5,15,4,15,1,2,0.0,0.0,469
2023-04-16,0,Sunday,166,470,3595,1960,1107027,Vitamin C,0,213.0,154.0,146.0,192.0,152.0,269.0,142.0,153.28571428571428,31.356627612644147,156.57142857142858,30.64113445809595,198.66666666666666,62.78058855132352,184.88888888888889,66.73769624339111,6,16,4,15,1,2,0.0,1.0,470
2023-04-17,1,Monday,235,667,4852,1668,1364672,Supplement A,0,166.0,213.0,154.0,125.0,121.0,212.0,190.0,169.0,40.922691341926985,164.71428571428572,35.260412693227266,200.76666666666668,62.91136804970192,184.07777777777778,65.65952831027325,0,17,4,16,0,2,0.0,1.0,471
2023-04-18,1,Tuesday,298,845,6458,2253,1654485,Detox I,0,235.0,166.0,213.0,152.0,165.0,274.0,225.0,189.85714285714286,62.389712216648114,174.21428571428572,50.12626913249042,205.96666666666667,64.31789761818234,184.1888888888889,65.84556232126224,1,18,4,16,0,2,1.0,1.0,472
2023-04-19,1,Wednesday,240,681,5582,1921,1514071,Energy H,0,298.0,235.0,166.0,117.0,152.0,305.0,227.0,207.42857142857142,55.37706246830944,180.5,52.58363301958576,207.63333333333333,64.53733660519273,184.11111111111111,65.77463129768991,2,19,4,16,0,2,1.0,1.0,473
2023-04-20,1,Thursday,239,678,6012,1938,1623504,Vitamin C,0,240.0,298.0,235.0,146.0,149.0,247.0,217.0,220.71428571428572,48.968405752125264,186.92857142857142,53.920831261730896,208.1,64.71760939278612,182.93333333333334,63.78013497929831,3,20,4,16,0,2,1.0,1.0,474
2023-04-21,1,Friday,237,674,6914,2102,1828139,Skincare B,0,239.0,240.0,298.0,154.0,130.0,266.0,272.0,232.57142857142858,39.195480789062145,194.57142857142858,52.80255571570287,208.43333333333334,64.84394174947411,181.53333333333333,61.110178633221594,4,21,4,16,0,2,1.0,1.0,475
2023-04-22,1,Saturday,364,1033,7226,2949,2129239,Supplement A,0,237.0,239.0,240.0,213.0,210.0,213.0,385.0,254.14285714285714,61.71285271704946,205.57142857142858,69.62505548757842,213.33333333333334,70.79466828420951,181.4777777777778,60.939872332899135,5,22,4,16,1,2,1.0,1.0,476
2023-04-23,1,Sunday,268,760,8125,2291,2028823,Vitamin C,0,364.0,237.0,239.0,166.0,192.0,152.0,269.0,268.7142857142857,47.936465888765994,211.0,71.42505485849127,213.2,70.68404687592964,181.33333333333334,60.71632325917258,6,23,4,16,1,2,1.0,0.0,477
2023-04-24,0,Monday,108,308,3082,1401,915308,Herbal D,0,268.0,364.0,237.0,235.0,125.0,121.0,212.0,250.57142857142858,77.64847528629109,209.78571428571428,73.12389756847224,203.96666666666667,65.35973838915551,179.44444444444446,60.31827775815838,0,24,4,17,0,2,1.0,0.0,478
2023-04-25,0,Tuesday,149,423,3438,1598,1059400,Herbal D,0,108.0,268.0,364.0,298.0,152.0,165.0,274.0,229.28571428571428,82.7359540661623,209.57142857142858,73.31041933052632,199.96666666666667,64.91293018919363,177.98888888888888,59.4386652889835,1,25,4,17,0,2,0.0,0.0,479
2023-04-26,0,Wednesday,159,452,3559,1574,1044229,Supplement A,0,149.0,108.0,268.0,240.0,117.0,152.0,305.0,217.71428571428572,86.56349169966578,212.57142857142858,70.0161676776426,198.2,65.29424117818111,178.11111111111111,59.38759459693556,2,26,4,17,0,2,0.0,0.0,480
2023-04-27,0,Thursday,124,353,2968,1578,865973,Protein E,0,159.0,149.0,108.0,239.0,146.0,149.0,247.0,201.28571428571428,92.55577469056927,211.0,71.84813042907848,193.2,65.0322996671654,177.72222222222223,59.62825432718409,3,27,4,17,0,2,0.0,0.0,481
2023-04-28,0,Friday,155,441,3533,1614,1011443,Supplement A,0,124.0,159.0,149.0,237.0,154.0,130.0,266.0,189.57142857142858,92.47135978751672,211.07142857142858,71.7875758328422,188.2,61.82756889820326,177.45555555555555,59.6761223231752,4,28,4,17,0,2,0.0,0.0,482
2023-04-29,0,Saturday,193,546,4544,2241,1458754,Herbal D,0,155.0,124.0,159.0,364.0,213.0,210.0,213.0,165.14285714285714,52.780768503399806,209.64285714285714,71.94507214947686,186.4,60.83476773619872,177.5222222222222,59.6902543713489,5,29,4,17,1,2,0.0,0.0,483
2023-04-30,0,Sunday,169,479,3533,1870,1072657,Supplement A,0,193.0,155.0,124.0,268.0,166.0,192.0,152.0,151.0,28.136571693555876,209.85714285714286,71.80942421850652,183.16666666666666,59.00852266517474,178.07777777777778,59.371280420978366,6,30,4,17,1,2,0.0,1.0,484
2023-05-01,1,Monday,209,594,4397,1589,1253806,Detox I,0,169.0,193.0,155.0,108.0,235.0,125.0,121.0,165.42857142857142,28.306990555085,208.0,71.44443779824792,183.03333333333333,58.943270993407744,178.72222222222223,59.38884013082657,0,1,5,18,0,2,0.0,1.0,485
2023-05-02,1,Tuesday,266,756,6204,2268,1672956,Collagen F,0,209.0,169.0,193.0,149.0,298.0,152.0,165.0,182.14285714285714,46.00155276882326,205.71428571428572,68.80678474084985,186.83333333333334,60.52704344758424,180.51111111111112,59.567777362221086,1,2,5,18,0,2,1.0,1.0,486
2023-05-03,1,Wednesday,265,751,5437,1847,1513846,Skincare B,0,266.0,209.0,169.0,159.0,240.0,117.0,152.0,197.28571428571428,53.88479775012075,207.5,70.0777041246689,191.63333333333333,60.83526843088205,181.9777777777778,60.00823497378627,2,3,5,18,0,2,1.0,1.0,487
2023-05-04,1,Thursday,244,693,6288,1937,1634469,Protein E,0,265.0,266.0,209.0,124.0,239.0,146.0,149.0,214.42857142857142,45.04759387898227,207.85714285714286,70.26308489456694,194.26666666666668,61.350285013717496,183.45555555555555,59.87818366401369,3,4,5,18,0,2,1.0,1.0,488
2023-05-05,1,Friday,315,893,6818,2054,1671717,Collagen F,0,244.0,265.0,266.0,155.0,237.0,154.0,130.0,237.28571428571428,50.1687628101869,213.42857142857142,75.63852730709952,199.7,64.6092498982444,185.32222222222222,61.32998382809619,4,5,5,18,0,2,1.0,1.0,489
2023-05-06,1,Saturday,381,1079,7646,3022,1986897,Protein E,0,315.0,244.0,265.0,193.0,364.0,213.0,210.0,264.14285714285717,69.21567397497174,214.64285714285714,78.3302742758628,207.43333333333334,71.81426394350308,188.15555555555557,64.3733686144086,5,6,5,18,1,2,1.0,1.0,490
2023-05-07,1,Sunday,320,906,8424,2237,2237766,Collagen F,0,381.0,315.0,244.0,169.0,268.0,166.0,192.0,285.7142857142857,57.08973721465333,218.35714285714286,82.1926509374889,213.76666666666668,73.11619629685026,190.4,65.41291491901451,6,7,5,18,1,2,1.0,0.0,491
2023-05-08,0,Monday,111,314,3212,1375,896562,Collagen F,0,320.0,381.0,315.0,209.0,108.0,235.0,125.0,271.7142857142857,84.48217619852225,218.57142857142858,81.88614448941097,210.46666666666667,75.48771689684918,190.27777777777777,65.55228255228964,0,8,5,19,0,2,1.0,0.0,492
2023-05-09,0,Tuesday,141,399,3865,1822,1092520,Collagen F,0,111.0,320.0,381.0,266.0,149.0,298.0,152.0,253.85714285714286,98.01773406111896,218.0,82.43505602314158,208.76666666666668,76.48560077842613,190.56666666666666,65.27350409682812,1,9,5,19,0,2,0.0,0.0,493
2023-05-10,0,Wednesday,148,421,3217,1790,1021343,Supplement A,0,141.0,111.0,320.0,265.0,159.0,240.0,117.0,237.14285714285714,105.49159298482616,217.21428571428572,83.09047762847138,209.53333333333333,75.72852299762816,190.86666666666667,65.01170162605031,2,10,5,19,0,2,0.0,0.0,494
2023-05-11,0,Thursday,125,355,3072,1536,860685,Skincare B,0,148.0,141.0,111.0,244.0,124.0,239.0,146.0,220.14285714285714,113.48777991694175,217.28571428571428,83.00456759575505,208.63333333333333,76.59138482809314,189.12222222222223,64.64419954127416,3,11,5,19,0,2,0.0,0.0,495
2023-05-12,0,Friday,143,407,3682,1723,1114087,Skincare B,0,125.0,148.0,141.0,315.0,155.0,237.0,154.0,195.57142857142858,108.01521056909397,216.42857142857142,83.7557936326377,209.5,75.66019770818325,187.77777777777777,64.3268999907656,4,12,5,19,0,2,0.0,0.0,496
2023-05-13,0,Saturday,169,480,4779,2472,1489202,Supplement A,0,143.0,125.0,148.0,381.0,193.0,364.0,213.0,165.28571428571428,70.59913664654873,214.71428571428572,84.51438527659859,210.26666666666668,75.10908542009865,187.11111111111111,64.20568150932898,5,13,5,19,1,2,0.0,0.0,497
2023-05-14,0,Sunday,198,563,4320,2239,1408706,Probiotic G,0,169.0,143.0,125.0,320.0,169.0,268.0,166.0,147.85714285714286,28.61484796062125,216.78571428571428,83.65881127111915,211.73333333333332,74.39870843026748,187.13333333333333,64.20913862641402,6,14,5,19,1,2,0.0,0.0,498
2023-05-15,0,Monday,103,294,3107,1294,908110,Collagen F,0,198.0,169.0,143.0,111.0,209.0,108.0,235.0,146.71428571428572,30.43416000546163,209.21428571428572,89.04119925537384,208.06666666666666,76.99929839955028,185.6888888888889,64.62661024346345,0,15,5,20,0,2,0.0,0.0,499
2023-05-16,0,Tuesday,158,448,3553,1682,1059159,Skincare B,0,103.0,198.0,169.0,141.0,266.0,149.0,298.0,149.14285714285714,30.580105577692255,201.5,88.41923737774239,207.8,77.16368629581287,185.35555555555555,64.69189052057513,1,16,5,20,0,2,0.0,0.0,500
2023-05-17,0,Wednesday,140,397,3327,1755,1074353,Supplement A,0,158.0,103.0,198.0,148.0,265.0,159.0,240.0,148.0,30.778780569302608,192.57142857142858,87.82299881511182,204.63333333333333,77.95422323094643,184.4,64.71993250090217,2,17,5,20,0,2,0.0,0.0,501
2023-05-18,0,Thursday,145,412,3152,1909,992321,Energy H,0,140.0,158.0,103.0,125.0,244.0,124.0,239.0,150.85714285714286,29.174352728772007,185.5,87.34788976359906,199.53333333333333,76.62885624355489,184.51111111111112,64.6427076354088,3,18,5,20,0,2,0.0,0.0,502
2023-05-19,0,Friday,146,415,3104,1974,1051053,Protein E,0,145.0,140.0,158.0,143.0,315.0,155.0,237.0,151.28571428571428,29.061511119888085,173.42857142857142,79.38970509282217,196.4,76.83865765579736,184.53333333333333,64.62896696363406,4,19,5,20,0,2,0.0,0.0,503
2023-05-20,0,Saturday,182,517,4538,2070,1235034,Vitamin C,0,146.0,145.0,140.0,169.0,381.0,193.0,364.0,153.14285714285714,30.748596561081328,159.21428571428572,52.69239993574977,194.5,76.45271245272669,184.95555555555555,64.4851539592529,5,20,5,20,1,2,0.0,0.0,504
2023-05-21,0,Sunday,153,435,3905,1822,1105632,Collagen F,0,182.0,146.0,145.0,198.0,320.0,169.0,268.0,146.71428571428572,23.704530408862933,147.28571428571428,25.2508296022998,191.7,76.3806935346072,185.5,63.998990511701344,6,21,5,20,1,2,0.0,0.0,505
2023-05-22,0,Monday,113,320,2872,1431,858707,Skincare B,0,153.0,182.0,146.0,103.0,111.0,209.0,108.0,148.14285714285714,20.747920148201302,147.42857142857142,25.034481714732163,183.33333333333334,70.36669144110597,185.34444444444443,64.15959054324334,0,22,5,21,0,2,0.0,0.0,506
2023-05-23,0,Tuesday,154,437,2924,1488,919975,Vitamin C,0,113.0,153.0,182.0,158.0,141.0,266.0,149.0,147.57142857142858,20.484605137004575,148.35714285714286,25.01878415190365,179.53333333333333,68.69509510841384,185.5222222222222,64.04900297056216,1,23,5,21,0,2,0.0,0.0,507
2023-05-24,0,Wednesday,125,355,3747,1662,1000774,Energy H,0,154.0,113.0,153.0,140.0,148.0,265.0,159.0,145.42857142857142,22.127337110890508,146.71428571428572,25.787380847790548,180.1,68.1526430787588,185.37777777777777,64.17192108453965,2,24,5,21,0,2,0.0,0.0,508
2023-05-25,0,Thursday,129,367,3576,1505,1039064,Supplement A,0,125.0,154.0,113.0,145.0,125.0,244.0,124.0,143.14285714285714,22.988610016182644,147.0,25.549348930436853,179.43333333333334,68.56393106931779,185.17777777777778,64.32075132634881,3,25,5,21,0,2,0.0,0.0,509
2023-05-26,0,Friday,181,513,3409,1913,1024547,Skincare B,0,129.0,125.0,154.0,146.0,143.0,315.0,155.0,148.14285714285714,27.144235553971143,149.71428571428572,27.06524473429823,180.16666666666666,68.45541379730984,185.4111111111111,64.26645628355377,4,26,5,21,0,2,0.0,0.0,510
2023-05-27,0,Saturday,212,603,3901,2100,1165185,Protein E,0,181.0,129.0,125.0,182.0,169.0,381.0,193.0,152.42857142857142,34.69801695994069,152.78571428571428,31.498909801472585,183.1,67.84838574554196,185.88888888888889,64.3029075555675,5,27,5,21,1,2,0.0,0.0,511
2023-05-28,0,Sunday,154,439,4185,2121,1166815,Vitamin C,0,212.0,181.0,129.0,153.0,198.0,320.0,169.0,152.57142857142858,34.702819975985605,149.64285714285714,28.712385809979015,183.06666666666666,67.86291117129944,186.57777777777778,63.614177237216744,6,28,5,21,1,2,0.0,0.0,512
2023-05-29,0,Monday,104,296,2582,1482,752972,Protein E,0,154.0,212.0,181.0,113.0,103.0,111.0,209.0,151.28571428571428,36.531786550501174,149.71428571428572,28.58840155197014,180.1,69.34290108608438,186.3,63.92225790896126,0,29,5,22,0,2,0.0,0.0,513
2023-05-30,0,Tuesday,161,458,3887,1656,1047434,Supplement A,0,104.0,154.0,212.0,154.0,158.0,141.0,266.0,152.28571428571428,36.71382249105523,149.92857142857142,28.666421755491594,179.83333333333334,69.40241640100761,186.8111111111111,63.52844084742168,1,30,5,22,0,2,0.0,0.0,514
2023-05-31,0,Wednesday,139,394,3627,1493,995330,Probiotic G,0,161.0,104.0,154.0,125.0,140.0,148.0,265.0,154.28571428571428,35.335130232834594,149.85714285714286,28.694296251391545,177.5,69.56453218365688,186.5222222222222,63.687655618277354,2,31,5,22,0,2,0.0,0.0,515
2023-06-01,0,Thursday,134,379,3892,1935,1101270,Immunity J,0,139.0,161.0,104.0,129.0,145.0,125.0,244.0,155.0,34.7850542618515,149.07142857142858,28.986639590081147,173.1,67.92914665677202,186.07777777777778,63.91518744412367,3,1,6,22,0,2,0.0,0.0,516
2023-06-02,0,Friday,145,411,3921,1656,1140499,Vitamin C,0,134.0,139.0,161.0,181.0,146.0,143.0,315.0,149.85714285714286,32.911135761969774,149.0,28.996020947178526,169.1,65.83173430329259,185.66666666666666,64.06054018652004,4,2,6,22,0,2,0.0,0.0,517
2023-06-03,0,Saturday,213,604,4784,2062,1351066,Protein E,0,145.0,134.0,139.0,212.0,182.0,169.0,381.0,150.0,33.226495451671525,151.21428571428572,32.66185394763576,168.06666666666666,64.85151918212776,186.25555555555556,64.06554949198788,5,3,6,22,1,2,0.0,0.0,518
2023-06-04,0,Sunday,205,582,3721,1869,1160335,Herbal D,0,213.0,145.0,134.0,154.0,153.0,198.0,320.0,157.28571428571428,39.288311602452254,154.92857142857142,35.69629217054992,164.4,59.1133335796295,187.07777777777778,63.822828464495956,6,4,6,22,1,2,0.0,1.0,519
2023-06-05,1,Monday,227,643,6299,1806,1533424,Skincare B,0,205.0,213.0,145.0,104.0,113.0,103.0,111.0,174.85714285714286,38.989009440390106,163.07142857142858,38.30337258843331,159.26666666666668,44.547482094048156,188.1,63.716022009178694,0,5,6,23,0,2,0.0,1.0,520
2023-06-06,1,Tuesday,242,688,6772,2375,1858924,Collagen F,0,227.0,205.0,213.0,161.0,154.0,158.0,141.0,186.42857142857142,45.643024815251856,169.35714285714286,43.56005075729387,156.66666666666666,36.368168474105495,189.22222222222223,63.766564761817634,1,6,6,23,0,2,1.0,1.0,521
2023-06-07,1,Wednesday,305,865,7363,2416,1897609,Vitamin C,0,242.0,227.0,205.0,139.0,125.0,140.0,148.0,210.14285714285714,58.27071468993834,182.21428571428572,54.62061962219112,163.13333333333333,44.34172420809916,191.27777777777777,64.48778784795678,2,7,6,23,0,2,1.0,1.0,522
2023-06-08,1,Thursday,286,812,7166,2165,1741510,Probiotic G,0,305.0,242.0,227.0,134.0,129.0,145.0,125.0,231.85714285714286,53.2742231960531,193.42857142857142,58.81092819132582,167.96666666666667,49.4539028363498,192.53333333333333,65.2237635056632,3,8,6,23,0,2,1.0,1.0,523
2023-06-09,1,Friday,359,1018,7195,2203,1879482,Herbal D,0,286.0,305.0,242.0,145.0,181.0,146.0,143.0,262.42857142857144,56.43242904234321,206.14285714285714,73.35882007990925,175.0,60.325553572206054,194.23333333333332,67.53177362870153,4,9,6,23,0,2,1.0,1.0,524
2023-06-10,1,Saturday,369,1047,9767,3387,2802035,Supplement A,0,359.0,286.0,305.0,213.0,212.0,182.0,169.0,284.7142857142857,63.9601810652912,217.35714285714286,85.34419645255257,183.13333333333333,69.1543667224392,196.17777777777778,69.99929016939895,5,10,6,23,1,2,1.0,1.0,525
2023-06-11,1,Sunday,381,1080,8040,2615,2189477,Collagen F,0,369.0,359.0,286.0,205.0,154.0,153.0,198.0,309.85714285714283,61.96350692525631,233.57142857142858,93.55024506460886,191.06666666666666,77.5352793264452,199.3111111111111,71.88655926698627,6,11,6,23,1,2,1.0,1.0,526
2023-06-12,1,Monday,276,783,5993,1639,1427382,Skincare B,0,381.0,369.0,359.0,227.0,104.0,113.0,103.0,316.85714285714283,53.1896875074761,245.85714285714286,86.23300915619201,194.63333333333333,78.93361826214493,200.5888888888889,72.2192190867024,0,12,6,24,0,2,1.0,1.0,527
2023-06-13,1,Tuesday,238,676,5800,2512,1664048,Herbal D,0,276.0,381.0,369.0,242.0,161.0,154.0,158.0,316.2857142857143,54.14090962699276,251.35714285714286,82.79131052774275,195.96666666666667,79.32929333864756,201.53333333333333,72.14563921975432,1,13,6,24,0,2,1.0,1.0,528
2023-06-14,1,Wednesday,286,811,6514,2452,1680881,Vitamin C,0,238.0,276.0,381.0,305.0,139.0,125.0,140.0,313.57142857142856,55.26559249918356,261.85714285714283,76.53039330162318,202.06666666666666,78.96919230518526,202.95555555555555,72.53839140218072,2,14,6,24,0,2,1.0,1.0,529
2023-06-15,1,Thursday,298,845,6239,2181,1686855,Supplement A,0,286.0,238.0,276.0,286.0,134.0,129.0,145.0,315.2857142857143,54.447878090624705,273.57142857142856,67.46932554954084,206.73333333333332,80.39897637593931,204.4,73.12645657821373,3,15,6,24,0,2,1.0,1.0,530
2023-06-16,1,Friday,343,974,7302,2416,1982752,Collagen F,0,298.0,286.0,238.0,359.0,145.0,181.0,146.0,313.0,52.611785751864566,287.7142857142857,58.61665367378222,213.5,83.08647344162293,206.3,74.48406058277746,4,16,6,24,0,2,1.0,1.0,531
2023-06-17,1,Saturday,390,1107,7449,3139,2190643,Probiotic G,0,343.0,298.0,286.0,369.0,213.0,212.0,182.0,316.0,56.771471708949925,300.35714285714283,60.32553629824082,221.66666666666666,88.01580317872124,209.05555555555554,76.63489408396745,5,17,6,24,1,2,1.0,1.0,532
2023-06-18,1,Sunday,284,806,6917,2678,1905578,Herbal D,0,390.0,343.0,298.0,381.0,205.0,154.0,153.0,302.14285714285717,49.65356170987416,306.0,54.09251334519448,226.26666666666668,87.5296731295217,210.1,77.01189897846727,6,18,6,24,1,2,1.0,0.0,533
2023-06-19,0,Monday,119,339,3221,1610,911045,Protein E,0,284.0,390.0,343.0,276.0,227.0,104.0,113.0,279.7142857142857,85.76074137916976,298.2857142857143,71.21627792687767,224.16666666666666,89.36484047232263,208.92222222222222,77.58985045663275,0,19,6,25,0,2,1.0,0.0,534
2023-06-20,0,Tuesday,166,471,3255,2056,1065865,Collagen F,0,119.0,284.0,390.0,238.0,242.0,161.0,154.0,269.42857142857144,95.37619748983033,292.85714285714283,78.37371728098394,224.6,89.03877497066014,208.24444444444444,77.6965157796321,1,20,6,25,0,2,0.0,0.0,535
2023-06-21,0,Wednesday,167,474,3259,1608,1014446,Skincare B,0,166.0,119.0,284.0,286.0,305.0,139.0,125.0,252.42857142857142,102.28531524263771,283.0,85.11711388976435,226.4,87.23238879666432,207.6888888888889,77.81187980765526,2,21,6,25,0,2,0.0,0.0,536
2023-06-22,0,Thursday,176,501,3917,1555,1144814,Skincare B,0,167.0,166.0,119.0,298.0,286.0,134.0,129.0,235.0,103.61145367831388,275.14285714285717,89.76881173570027,227.13333333333333,86.69356788507248,206.62222222222223,77.57802564142736,3,22,6,25,0,2,0.0,0.0,537
2023-06-23,0,Friday,141,400,4162,2001,1154404,Vitamin C,0,176.0,167.0,166.0,343.0,359.0,145.0,181.0,206.14285714285714,96.39749058184151,259.57142857142856,92.95467405446304,227.66666666666666,86.09070330414482,203.9111111111111,75.51019641609001,4,23,6,25,0,2,0.0,0.0,538
2023-06-24,0,Saturday,188,535,4639,2366,1373194,Skincare B,0,141.0,176.0,167.0,390.0,369.0,213.0,212.0,177.28571428571428,52.363200455136216,246.64285714285714,89.07007366101175,229.63333333333333,84.41665276690263,203.01111111111112,75.20780117981187,5,24,6,25,1,2,0.0,0.0,539
2023-06-25,0,Sunday,157,445,4373,2282,1276775,Vitamin C,0,188.0,141.0,176.0,284.0,381.0,205.0,154.0,159.14285714285714,22.98861001618402,230.64285714285714,82.98990405961567,228.83333333333334,85.0051046472619,202.4,75.35724654432087,6,25,6,25,1,2,0.0,0.0,540
2023-06-26,0,Monday,107,305,3338,1390,941595,Skincare B,0,157.0,188.0,141.0,119.0,276.0,227.0,104.0,157.42857142857142,26.638675785764057,218.57142857142858,88.02334855088124,225.33333333333334,87.83657761898561,200.54444444444445,75.62996271930744,0,26,6,26,0,2,0.0,0.0,541
2023-06-27,0,Tuesday,135,385,4097,2008,1230682,Energy H,0,107.0,157.0,188.0,166.0,238.0,242.0,161.0,153.0,27.537852736430548,211.21428571428572,90.54295926535374,224.7,88.43511161024921,198.65555555555557,75.11297275873302,1,27,6,26,0,2,0.0,0.0,542
2023-06-28,0,Wednesday,169,478,3542,1717,1038587,Protein E,0,135.0,107.0,157.0,167.0,286.0,305.0,139.0,153.28571428571428,27.717108349142368,202.85714285714286,88.48542439108468,226.86666666666667,86.14251757020645,197.7888888888889,74.99880065624478,2,28,6,26,0,2,0.0,0.0,543
2023-06-29,0,Thursday,142,404,3171,1746,983701,Probiotic G,0,169.0,135.0,107.0,176.0,298.0,286.0,134.0,148.42857142857142,25.999084232956747,191.71428571428572,85.34944330531692,226.23333333333332,86.71144510757316,196.4111111111111,74.8705091046068,3,29,6,26,0,2,0.0,0.0,544
